date,title,link,page
2023-10-19,"Changes to Funding Rate Intervals and Funding Rate limit for ORBSUSDT Perpetual Contracts Oct 19, 2023, 1:00PM UTC",https://announcements.bybit.com/en-US/article/changes-to-funding-rate-intervals-and-funding-rate-limit-for-orbsusdt-perpetual-contracts-oct-19-2023-1-00pm-utc-bltd6f37abf9e4041b7/,2
2023-10-19,Pop Social (PPT) on Bybit Web3 IDO: Snapshot Period Starts Soon,https://announcements.bybit.com/en-US/article/pop-social-ppt-on-bybit-web3-ido-snapshot-period-starts-soon-bltb0edd0245d8df802/,2
2023-10-19,Africa Trading Galore,https://announcements.bybit.com/en-US/article/africa-trading-galore-blt33c3e6e605d71b9d/,2
2023-10-19,South Asia Trading Galore,https://announcements.bybit.com/en-US/article/south-asia-trading-galore-bltfbe25d8f221bb05b/,3
2023-10-19,Adjustments to Product Parameters for Institutional Loans,https://announcements.bybit.com/en-US/article/adjustments-to-product-parameters-for-institutional-loans-bltae19ce43d7e1203f/,3
2023-10-19,"Copy Trading Referral Relay: Refer to Earn 1,020 USDT and More",https://announcements.bybit.com/en-US/article/copy-trading-referral-relay-refer-to-earn-1-020-usdt-and-more-bltdb5c31fcdf4c615f/,3
2023-10-18,"Bountiful Rewards for 30,000 Global FPS Gamers with Bybit and Shrapnel!",https://announcements.bybit.com/en-US/article/bountiful-rewards-for-30-000-global-fps-gamers-with-bybit-and-shrapnel--blt4e1c8829948da176/,3
2023-10-18,"Changes to Funding Rate Limits for BLURUSDT Perpetual Contracts Oct 18, 2023, 5:40PM UTC",https://announcements.bybit.com/en-US/article/changes-to-funding-rate-limits-for-blurusdt-perpetual-contracts-oct-18-2023-5-40pm-utc-blt1925059e45957eaa/,3
2023-10-18,Save On Options Fees With Our Options Level Up Event!,https://announcements.bybit.com/en-US/article/save-on-options-fees-with-our-options-level-up-event--bltcc09840f4721c869/,3
2023-10-18,🚀 Join Us for the Bybit Institutional Dubai Side Event,https://announcements.bybit.com/en-US/article/-join-us-for-the-bybit-institutional-dubai-side-event-blt16f01c50894a8871/,3
2023-10-18,"New Listing: JEFF/USDT — Split a 70,000 USDT Prize Pool!",https://announcements.bybit.com/en-US/article/new-listing-jeff-usdt-split-a-70-000-usdt-prize-pool--blt06a646c68eba12ec/,3
2023-10-17,🚀 Join Us for the Bybit x DMCC Masterclass: Exploring the Future of Web3 and AI 🌐,https://announcements.bybit.com/en-US/article/-join-us-for-the-bybit-x-dmcc-masterclass-exploring-the-future-of-web3-and-ai--blt4e3182f2c22e81a3/,4
2023-10-17,"Next Up on Bybit: Oct 16, 2023 – Oct 29, 2023",https://announcements.bybit.com/en-US/article/next-up-on-bybit-oct-16-2023-oct-29-2023-blt42363c0d1607f092/,4
2023-10-16,Exclusive for New Users: Earn Up to 30% APR for USDC,https://announcements.bybit.com/en-US/article/exclusive-for-new-users-earn-up-to-30-apr-for-usdc-bltae4189706363905b/,4
2023-10-16,Now Live: Pop Social (PPT) on Bybit Web3 IDO,https://announcements.bybit.com/en-US/article/now-live-pop-social-ppt-on-bybit-web3-ido-bltf9c29dace78fd0dd/,4
2023-10-16,"[Selected Countries] European Autumn Lucky Draw: Deposit and Trade to Win From 100,000 USDT in Prizes",https://announcements.bybit.com/en-US/article/-selected-countries-european-autumn-lucky-draw-deposit-and-trade-to-win-from-100-000-usdt-in-prizes-bltf236daaf85537f98/,4
2023-10-16,🔥 New BONDUSDT Contract,https://announcements.bybit.com/en-US/article/-new-bondusdt-contract-bltaf1d05b25fcc070d/,4
2023-10-16,"New Listing: ZTX/USDT — Split a 10,000,000 ZTX Prize Pool!",https://announcements.bybit.com/en-US/article/new-listing-ztx-usdt-split-a-10-000-000-ztx-prize-pool--bltcb5c6e11b8515cee/,4
2023-10-15,Unlock 5% Cashback in Points with Bybit Card at Supermarkets,https://announcements.bybit.com/en-US/article/unlock-5-cashback-in-points-with-bybit-card-at-supermarkets-bltd7229fc4618cfbd5/,4
2023-10-14,Bybit Community Prediction Draw: Predict LOOM Price and Win 100 USDT! 🔮,https://announcements.bybit.com/en-US/article/bybit-community-prediction-draw-predict-loom-price-and-win-100-usdt--blt58265a0a483e9021/,5
2023-10-14,Bybit Quests: Learn The Basics of On-Chain Analytics and Stand to Win 25 USDT,https://announcements.bybit.com/en-US/article/bybit-quests-learn-the-basics-of-on-chain-analytics-and-stand-to-win-25-usdt-blt53190e1288fb4231/,5
2023-10-14,"Changes to Funding Rate Intervals for LOOMUSDT Perpetual Contracts Oct 14, 2023, 5:43PM UTC",https://announcements.bybit.com/en-US/article/changes-to-funding-rate-intervals-for-loomusdt-perpetual-contracts-oct-14-2023-5-43pm-utc-bltc7248df5cfcee004/,5
2023-10-14,"Changes to Funding Rate Limits for LOOMUSDT Perpetual Contracts Oct 14, 2023, 5:13PM UTC",https://announcements.bybit.com/en-US/article/changes-to-funding-rate-limits-for-loomusdt-perpetual-contracts-oct-14-2023-5-13pm-utc-blt61cd9253e93dd1ab/,5
2023-10-13,🔥 New ORBSUSDT Contract,https://announcements.bybit.com/en-US/article/-new-orbsusdt-contract-blt7ec9dcf2f73696be/,5
2023-10-13,Introducing the Bybit x Decentra Bootcamp: Embrace a New Era in Blockchain Education,https://announcements.bybit.com/en-US/article/introducing-the-bybit-x-decentra-bootcamp-embrace-a-new-era-in-blockchain-education-bltf3ca70e904f85d2b/,5
2023-10-13,Trade & Win With Bybit Power Tools: Enjoy Trading Fee Rebates!,https://announcements.bybit.com/en-US/article/trade-win-with-bybit-power-tools-enjoy-trading-fee-rebates--blt3ed2058738c57e00/,5
2023-10-13,Introducing Master Trader Compare,https://announcements.bybit.com/en-US/article/introducing-master-trader-compare-blteea038a42d7d796d/,5
2023-10-12,Notice on Suspension of New Customer Onboarding in the French Market,https://announcements.bybit.com/en-US/article/notice-on-suspension-of-new-customer-onboarding-in-the-french-market-blt3667a65aa09d1a84/,6
2023-10-12,Congratulations to Bybit Web3 Staking Super Boost Winners!,https://announcements.bybit.com/en-US/article/congratulations-to-bybit-web3-staking-super-boost-winners--bltbd9aa7162dbf0d1a/,6
2023-10-12,"Catch the Art of Trading Live on YouTube and Share the 2,100 USDT Prize Pool!",https://announcements.bybit.com/en-US/article/catch-the-art-of-trading-live-on-youtube-and-share-the-2-100-usdt-prize-pool--blt510407023f6926d5/,6
2023-10-12,Bybit Community Zealy Quests,https://announcements.bybit.com/en-US/article/bybit-x-zealy-bltc355a0b9d5aa713f/,6
2023-10-12,Dual Asset 2.0: MNT Now Supported! 💥,https://announcements.bybit.com/en-US/article/dual-asset-2-0-mnt-now-supported--bltdea262bfde790944/,6
2023-10-12,"🔥 New BIGTIMEUSDT, WSMUSDT Contracts",https://announcements.bybit.com/en-US/article/new-bigtimeusdt-wsmusdt-contracts-blte087b3b41c0e57eb/,6
2023-10-11,Bybit x Mantle AMA,https://announcements.bybit.com/en-US/article/bybit-x-mantle-ama-blt7d87c7b74dc95413/,7
2023-10-11,Introducing Double-Win: Surf Volatility to Score,https://announcements.bybit.com/en-US/article/introducing-double-win-surf-volatility-to-score-blt9d0c3f49c304046a/,6
2023-10-11,Introducing Chase Limit Order: A New Derivatives Trading Tool,https://announcements.bybit.com/en-US/article/introducing-chase-limit-order-a-new-derivatives-trading-tool-blte4a5b9ea2eb64548/,6
2023-10-10,Spot Trading Now Supports One-Cancels-the-Other (OCO) Orders,https://announcements.bybit.com/en-US/article/spot-trading-now-supports-one-cancels-the-other-oco-orders-blt397a1ca2e5d0c1d2/,7
2023-10-10,Trading Bot Update: Real-time Withdrawal Now Supported for Spot and Futures Grid Bots,https://announcements.bybit.com/en-US/article/trading-bot-update-real-time-withdrawal-now-supported-for-spot-and-futures-grid-bots-blta39030813fb8bc46/,7
2023-10-10,🔥 New NTRNUSDT Contract,https://announcements.bybit.com/en-US/article/new-ntrnusdt-contract-blt823d9bf23cdbda78/,7
2023-10-10,"🔥New WAXPUSDT, TOMIUSDT Contracts",https://announcements.bybit.com/en-US/article/-new-waxpusdt-tomiusdt-contracts-bltd94686bf3074e79b/,7
2023-10-09,Bybit Community University,https://announcements.bybit.com/en-US/article/bybit-community-university-blt4f8c860326817a50/,7
2023-10-09,🔥 New STRAXUSDT Contract,https://announcements.bybit.com/en-US/article/-new-straxusdt-contract-bltdea7cfda9a856a58/,7
2023-10-09,"Changes to Funding Rate Limits for BNTUSDT Perpetual Contracts Oct 9, 2023, 3:10AM UTC",https://announcements.bybit.com/en-US/article/changes-to-funding-rate-limits-for-bntusdt-perpetual-contracts-oct-9-2023-3-10am-utc-blt439e5ab94632c2b6/,7
2023-10-07,Bybit Quests: Learn About LOOM Network and Stand to Win 25 USDT,https://announcements.bybit.com/en-US/article/bybit-quests-learn-about-loom-network-and-stand-to-win-25-usdt-blted6a448d7cc63df3/,8
2023-10-06,Updates to Auto-Repayment Threshold of Unified Trading Accounts,https://announcements.bybit.com/en-US/article/updates-to-auto-repayment-threshold-of-unified-trading-accounts-bltcad028f9094e518d/,8
2023-10-06,Over 800 USDT Await: Invite Friends to Get Now (Exclusive Vietnam & Malaysia),https://announcements.bybit.com/en-US/article/over-800-usdt-await-invite-friends-to-get-now-exclusive-vietnam-malaysia--bltf8dab07a16149c27/,1
2023-10-06,ByVotes Chapter 17: The Results Are In!,https://announcements.bybit.com/en-US/article/byvotes-chapter-17-the-results-are-in--blta033922c03a02ff2/,8
2023-10-04,🔥 New STPTUSDT Contract,https://announcements.bybit.com/en-US/article/-new-stptusdt-contract-bltb926e8bf636a2a7e/,8
2023-10-04,Congratulations to Bybit Web3 IDO Cyber Arena (CAT) Winners!,https://announcements.bybit.com/en-US/article/congratulations-to-bybit-web3-ido-cyber-arena-cat-winners--blt136eda1a868665e6/,8
2023-10-03,"[Bybit India] TOMS Community Festival: Unleash Your Inner Trading Spirit to Win Up To 10,000 USDT",https://announcements.bybit.com/en-US/article/-bybit-india-toms-community-festival-unleash-your-inner-trading-spirit-to-win-up-to-10-000-usdt-blt61ade952002d79d9/,8
2023-10-03,New VRAUSDT Contract,https://announcements.bybit.com/en-US/article/new-vrausdt-contract-blt8f125b9e213a5b28/,8
2023-10-03,[Selected Countries] October USDT Galore,https://announcements.bybit.com/en-US/article/-selected-countries-october-usdt-galore-blt5e52dc81b5149de5/,9
2023-10-03,"[New User Exclusive] EGO Community Challenge: Trade Like a Pro to Win Up to 450,000 EGO",https://announcements.bybit.com/en-US/article/-new-user-exclusive-ego-community-challenge-trade-like-a-pro-to-win-up-to-450-000-ego-blta079aab3aa170f21/,8
2023-10-02,Coming Soon: MNTUSDT Perpetual Contract,https://announcements.bybit.com/en-US/article/coming-soon-mntusdt-perpetual-contract-bltc9a830e9dec4436b/,9
2023-10-02,"Next Up on Bybit: Oct 2, 2023 – Oct 15, 2023",https://announcements.bybit.com/en-US/article/next-up-on-bybit-sep-25-2023-oct-8-2023-blta2ecfa78214f1031/,9
2023-10-02,Bybit X ETHMilan 2023 — Embrace Web3 Innovation and Connect with Industry Leaders!,https://announcements.bybit.com/en-US/article/bybit-x-ethmilan-2023-embrace-web3-innovation-and-connect-with-industry-leaders--bltfadafc165fb0e73d/,9
2023-10-02,New Listing: LEVER/USDT — Split a 45M LEVER Prize Pool!,https://announcements.bybit.com/en-US/article/new-listing-lever-usdt-split-a-45m-lever-prize-pool--bltcf06582663b45a35/,9
2023-10-02,"Exclusive Vietnam & Malaysia: Refer New VIP, Get $500 Bonus",https://announcements.bybit.com/en-US/article/exclusive-vietnam-malaysia-refer-new-vip-get-500-bonus-bltc92ff07f4cbe2b36/,9
2023-10-02,Bybit Expands Crypto Trading in South Africa with New Derivatives Products and Fiat On-Ramp Service,https://announcements.bybit.com/en-US/article/bybit-expands-crypto-trading-in-south-africa-with-new-derivatives-products-and-fiat-on-ramp-service-blt6769d763a44208a4/,9
2023-10-02,"New Listing: CAT/USDT — Grab a Share of the 100,000 USDT Prize Pool!",https://announcements.bybit.com/en-US/article/new-listing-cat-usdt-grab-a-share-of-the-100-000-usdt-prize-pool--blt0e19189ea3c56fc9/,9
2023-10-01,"Incident Update Regarding TradingBot Service Outage on Oct 1, 2023",https://announcements.bybit.com/en-US/article/service-disruption-affecting-trading-bot-on-october-1-2023-bltb8f0f9be60643928/,10
2023-10-01,Bybit Card Loyalty Rewards: Unveiling New Treasures in Bybit Rewards Market!,https://announcements.bybit.com/en-US/article/bybit-card-loyalty-rewards-unveiling-new-treasures-in-bybit-rewards-market--blt71647ad5b2fc37bd/,10
2023-10-01,"Changes to Funding Rate Intervals for TRBUSDT Perpetual Contracts Oct 1, 2023, 4:48AM UTC",https://announcements.bybit.com/en-US/article/changes-to-funding-rate-intervals-for-trbusdt-perpetual-contracts-oct-1-2023-4-48am-utc-blt705d6de88b7792f9/,10
2023-10-01,"Changes to Funding Rate Limits for OGNUSDT Perpetual Contracts Oct 1, 2023, 4:10AM UTC",https://announcements.bybit.com/en-US/article/changes-to-funding-rate-limits-for-ognusdt-perpetual-contracts-oct-1-2023-4-10am-utc-blt574fbd49eb802e90/,10
2023-09-30,"Upcoming Maintenance: SEPA Instant and Easy Bank Payment (Sep 30, 2023)",https://announcements.bybit.com/en-US/article/upcoming-maintenance-sepa-instant-and-easy-bank-payment-sep-30-2023--blt911e13e53cc6a90f/,10
2023-09-30,Bybit Community Prediction Draw: Predict ETH Price and Win 500 USDT! 🔮,https://announcements.bybit.com/en-US/article/bybit-community-prediction-draw-predict-eth-price-and-win-500-usdt--bltef772b58ef963413/,10
2023-09-30,Bybit Quests: Learn About Real World Assets (RWAs) and Stand to Win 25 USDT,https://announcements.bybit.com/en-US/article/bybit-quests-learn-about-real-world-assets-rwa-and-stand-to-win-25-usdt-blt9e0b8c5e46d6c3a2/,10
2023-09-30,Bybit Community Prediction Draw: Predict BTC Price and Win 400 USDT! 🔮,https://announcements.bybit.com/en-US/article/bybit-community-prediction-draw-predict-btc-price-and-win-400-usdt--bltdd0a101b21466b91/,10
2023-09-29,"Join the CryptoAI BUIDLER Challenge With a Whopping 80,000 AED Prize Pool!",https://announcements.bybit.com/en-US/article/join-the-cryptoai-buidler-challenge-with-a-whopping-80-000-aed-prize-pool--bltfaaf258fc02bd847/,11
2023-09-28,"ByVotes Chapter 17: Vote for Your Favorite Project From Shiba Saga, Telos, VEGA",https://announcements.bybit.com/en-US/article/byvotes-chapter-17-vote-for-your-favorite-project-from-shiba-saga-telos-vega-bltd41e3494b9c1ecff/,12
2023-09-28,Bybit to Support CryptoGPT (GPT) Contract Swap,https://announcements.bybit.com/en-US/article/bybit-to-support-cryptogpt-gpt-contract-swap-blt7557cec28515f33d/,11
2023-09-28,Bybit Completes Integration of USDC on the OP Mainnet Network,https://announcements.bybit.com/en-US/article/bybit-completes-integration-of-usdc-on-the-op-mainnet-network-bltf05958cd2792e0c6/,11
2023-09-28,Bybit x Paradigm Basis Trader Taker Incentive Event: Enjoy Up to 30% Rebate on Taker Fees,https://announcements.bybit.com/en-US/article/bybit-x-paradigm-basis-trader-taker-incentive-event-enjoy-up-to-30-rebate-on-taker-fees-blt4110f612badd4b37/,11
2023-09-28,"Fiat x P2P Referral Rush: Refer Friends and Share a 50,000 USDT Bonus Pool!",https://announcements.bybit.com/en-US/article/fiat-x-p2p-referral-rush-refer-friends-and-share-a-50-000-usdt-bonus-pool--bltcb23851814b5b391/,11
2023-09-28,Cyber Arena (CAT) on Bybit Web3 IDO: Snapshot Period Starts Soon,https://announcements.bybit.com/en-US/article/cyber-arena-cat-on-bybit-web3-ido-snapshot-period-starts-soon-blt902c0a8b8c0661eb/,11
2023-09-28,Power Your Crypto Investments With Auto-Invest,https://announcements.bybit.com/en-US/article/power-your-crypto-investments-with-auto-invest-bltef6d11a3639a8bef/,11
2023-09-28,"Changes to Funding Rate Intervals for TRBUSDT Perpetual Contracts Sep 28, 2023, 5:02AM UTC",https://announcements.bybit.com/en-US/article/changes-to-funding-rate-intervals-for-trbusdt-perpetual-contracts-sep-28-2023-5-02am-utc-blt0f8215df5a35d717/,11
2023-09-28,"New Listing: FET/USDT — Split a 120,000 FET Prize Pool!",https://announcements.bybit.com/en-US/article/new-listing-fet-usdt-split-a-120-000-fet-prize-pool--blt1ea528b2a787999e/,12
2023-09-27,Mastering P2P Trading on Bybit and Deposit to Win Attractive Bonuses,https://announcements.bybit.com/en-US/article/mastering-p2p-trading-on-bybit-and-deposit-to-win-attractive-bonuses-blt3486528291e10e91/,12
2023-09-27,Introducing VIP-Exclusive Fiat Onramp Tasks!,https://announcements.bybit.com/en-US/article/introducing-vip-exclusive-fiat-onramp-tasks--bltec2acfcf8facd984/,12
2023-09-27,Changes to Max. Order Size for USDT Perpetual Contracts (27-09-2023),https://announcements.bybit.com/en-US/article/changes-to-max-order-size-for-usdt-perpetual-contracts-27-09-2023--bltc65a0a64c6a5649c/,12
2023-09-27,"Changes To Tick Size for USDT Perpetual Contracts (Sep 27, 2023)",https://announcements.bybit.com/en-US/article/changes-to-tick-size-for-usdt-perpetual-contracts-sep-27-2023--blt17f20cc47e080046/,12
2023-09-26,Improve Your Luck at Cyber Arena (CAT) IDO Lottery Draw,https://announcements.bybit.com/en-US/article/improve-your-luck-at-cyber-arena-cat-ido-lottery-draw-bltcd4a57f2a763c00e/,13
2023-09-26,Copy Trading Simplified – Streamlined Application for Aspiring Master Traders,https://announcements.bybit.com/en-US/article/copy-trading-simplified-streamlined-application-for-aspiring-master-traders-blt173cab66c9cd417f/,13
2023-09-26,"Updates on MXN Fiat Services: Instant Deposits, Seamless Withdrawals, and More Trading Options",https://announcements.bybit.com/en-US/article/updates-on-mxn-fiat-services-instant-deposits-seamless-withdrawals-and-more-trading-options-blt84a4684fcf176052/,13
2023-09-26,Join the Crypto Innovation Challenge and Win Up to 100K USDT!,https://announcements.bybit.com/en-US/article/join-the-crypto-innovation-challenge-and-win-up-to-100k-usdt--bltba624eb794b8b378/,13
2023-09-26,VIP Exclusive: Perp Protect Free Trial,https://announcements.bybit.com/en-US/article/vip-exclusive-perp-protect-free-trial-bltaae500d26cd45e67/,12
2023-09-26,"Futures Martingale Bot Launch Carnival: Share a 15,000 USDT Prize Pool",https://announcements.bybit.com/en-US/article/futures-martingale-bot-launch-carnival-share-a-15-000-usdt-prize-pool-blt736913746ea0438f/,12
2023-09-25,Adjustment of Funding Rate Interval for TRBUSDT Contract 25-09-2023,https://announcements.bybit.com/en-US/article/adjustment-of-funding-rate-interval-for-trbusdt-contract-25-09-2023-blt5a3534aac3e226ac/,14
2023-09-25,"Lending Lift-Off: Get Up to 5,010 USDT in Bonuses With Bybit Lending",https://announcements.bybit.com/en-US/article/lending-lift-off-get-up-to-5-010-usdt-in-bonuses-with-bybit-lending-blt755cc44b97c77e17/,13
2023-09-25,Bybit Web3 Staking: Super Boost Event Season 1,https://announcements.bybit.com/en-US/article/bybit-web3-staking-super-boost-event-season-1-blt7e48cacb9c4bb300/,13
2023-09-25,[Selected EU Regions] Big Trader Referral: Refer Friends and Unlock Rewards Together,https://announcements.bybit.com/en-US/article/-selected-eu-regions-referral-mania-refer-friends-and-unlock-rewards-together-blt766e23f6abce672c/,14
2023-09-25,"Cancun Supreme Scorer: Predict Prices and Share a 80,000 USDT Prize Pool",https://announcements.bybit.com/en-US/article/cancun-supreme-scorer-predict-prices-and-share-a-80-000-usdt-prize-pool-blt780e32f81e0237f2/,14
2023-09-25,Join the Latest Web3 IDO and Earn up to 25 USDT Airdrop with Card Payments or P2P!,https://announcements.bybit.com/en-US/article/join-the-latest-web3-ido-and-earn-up-to-25-usdt-airdrop-with-card-payments-or-p2p--bltdab118014aa34cce/,13
2023-09-25,Now Live: Cyber Arena (CAT) on Bybit Web3 IDO,https://announcements.bybit.com/en-US/article/now-live-cyber-arena-cat-on-bybit-web3-ido-blte4216003cee691a0/,13
2023-09-23,Bybit Community Prediction Draw: Predict VV Price and Win 300 USDT! 🔮,https://announcements.bybit.com/en-US/article/bybit-community-prediction-draw-predict-vv-price-and-win-300-usdt--blt420de10786ca20d1/,14
2023-09-23,Bybit Quests: Learn Blockchain Fundamentals and Stand to Win 25 USDT,https://announcements.bybit.com/en-US/article/bybit-quests-learn-about-blockchain-technology-and-stand-to-win-25-usdt-blt4f95e34588f34128/,14
2023-09-22,Rescheduled Migration of Index Price for USDC Derivatives,https://announcements.bybit.com/en-US/article/rescheduled-migration-of-index-price-for-usdc-derivatives-bltb7f6ce8f91693866/,14
2023-09-22,Notice on Exit from the United Kingdom Market,https://announcements.bybit.com/en-US/article/notice-on-exit-from-the-united-kingdom-market-blt286daa9208c8f3aa/,15
2023-09-22,"Buy USDC via Bybit P2P to Share 15,000 USDC",https://announcements.bybit.com/en-US/article/buy-usdc-via-bybit-p2p-to-share-15-000-usdc-blt208f06e453480313/,15
2023-09-22,Netherlands Exclusive: Deposit and Earn $10 in BTC,https://announcements.bybit.com/en-US/article/netherlands-exclusive-deposit-and-earn-10-in-btc-bltbeab6889e12d14d3/,14
2023-09-22,Join the P2P Ranger AMA Event and Earn Up to 20 USDT!,https://announcements.bybit.com/en-US/article/join-the-p2p-ranger-ama-event-and-earn-up-to-20-usdt--blt3996a528bb455ab3/,14
2023-09-21,New LOOMUSDT Contract,https://announcements.bybit.com/en-US/article/new-loomusdt-contract-blt8b8d514cb35fcb73/,15
2023-09-21,Adjustment of Funding Rate Interval for HIFIUSDT Contract 21/09/2023,https://announcements.bybit.com/en-US/article/adjustment-of-funding-rate-interval-for-hifiusdt-contract-21-09-2023-blt559f7ff664f45db5/,15
2023-09-20,"Bybit HotSpot: Celebrate New Listings With 1,000 USDT Up for Grabs!",https://announcements.bybit.com/en-US/article/bybit-hotspot-celebrate-new-listings-with-1-000-usdt-up-for-grabs--blt12e9cf2d89d80933/,15
2023-09-20,[Backstage With Ben] Ask Ben a Question and Stand to Win 30-Day VIP Experience,https://announcements.bybit.com/en-US/article/-backstage-with-ben-ask-ben-a-question-and-stand-to-win-30-day-vip-experience-blt940e8aaef7fc6f83/,15
2023-09-20,Buy Crypto: New Fiat Currencies Supported,https://announcements.bybit.com/en-US/article/buy-crypto-new-fiat-currencies-supported-bltd6f2c021631b5344/,15
2023-09-20,EUR Surge: Earn Up to 560 USDT!,https://announcements.bybit.com/en-US/article/eur-surge-earn-up-to-560-usdt--blt3f090473c07102e8/,15
2023-09-19,Bybit Web3: Sell Crypto to Web3 Wallet with P2P,https://announcements.bybit.com/en-US/article/bybit-web3-sell-crypto-to-web3-wallet-with-p2p-blt4bf7976fd6d5c16c/,16
2023-09-19,🔥 New FRONTUSDT Contract,https://announcements.bybit.com/en-US/article/-new-frontusdt-contract-bltf3948dec4cb62d61/,16
2023-09-19,"Exclusive Offer for New Users: 100,000 NESS in Rewards Await You!",https://announcements.bybit.com/en-US/article/exclusive-offer-for-new-users-100-000-ness-in-rewards-await-you--blta194f38d4736503d/,16
2023-09-19,Asia Delight: Buy Crypto With Card to Enjoy 0 Fees & Get Up to 20 USD in Buy Crypto Coupons!,https://announcements.bybit.com/en-US/article/asia-delight-buy-crypto-with-card-to-enjoy-0-fees-get-up-to-20-usd-in-buy-crypto-coupons--bltb410ad63783379e4/,16
2023-09-18,Notice on Urgent Adjustments to TRBUSDT on MT4 Platform Due to Market Anomalies,https://announcements.bybit.com/en-US/article/notice-on-urgent-adjustments-to-trbusdt-on-mt4-platform-due-to-market-anomalies-blt2f223fd90ccda0e2/,16
2023-09-18,Introducing Bybit Giveaway: Your Crypto Gift-Wrapped,https://announcements.bybit.com/en-US/article/introducing-bybit-giveaway-your-crypto-gift-wrapped-blt75545312c4bb1350/,16
2023-09-18,Introducing Perp Protect: Get Compensated Against Losses Automatically,https://announcements.bybit.com/en-US/article/introducing-perp-protect-get-compensated-against-losses-automatically-blt613f808439353c41/,16
2023-09-18,"New Listing: NESS/USDT — Split an 920,000 NESS Prize Pool!",https://announcements.bybit.com/en-US/article/new-listing-ness-usdt-split-an-920-000-ness-prize-pool--blt67722d3fdf4921c4/,16
2023-09-16,Adjustment of Funding Rate Interval for HIFIUSDT Contract,https://announcements.bybit.com/en-US/article/adjustment-of-funding-rate-interval-for-hifiusdt-contract-blt2caad6b7943a4d4f/,17
2023-09-16,Bybit Quests: Learn about Bybit VIP Program and Stand to Win 25 USDT,https://announcements.bybit.com/en-US/article/bybit-quests-learn-about-bybit-vip-program-and-stand-to-win-25-usdt-bltfb72cc528420025a/,17
2023-09-15,"Israeli Referral Leaderboard: Refer a Friend, and Share 5,000 USDT Bonus",https://announcements.bybit.com/en-US/article/israeli-referral-leaderboard-refer-a-friend-and-share-5-000-usdt-bonus-bltea2f9839761c0d6d/,17
2023-09-15,Upgraded Fee Program for MM3 Users on BTC/USDT and ETH/USDT Spot Pairs,https://announcements.bybit.com/en-US/article/upgraded-fee-program-for-mm3-users-on-btc-usdt-and-eth-usdt-spot-pairs-bltf165b558d0206941/,17
2023-09-15,Introducing Scaled Order: A New Derivatives Trading Tool,https://announcements.bybit.com/en-US/article/introducing-scaled-order-a-new-derivatives-trading-tool-blt1853c975bce287fc/,18
2023-09-15,"Referral Leaderboard Challenge: Refer a Friend, Climb Leaderboards, and Share 18,000 USDT Bonus",https://announcements.bybit.com/en-US/article/referral-leaderboard-challenge-refer-a-friend-climb-leaderboards-and-share-18-000-usdt-bonus-blt24085f8c64da1540/,17
